,rLE,Xup,Yup,YXXup,Xlow,Ylow,YXXlow,yTE,deltaYTE,alphaTE,betaTE,Fitness
0,0.008847511267497492,0.45234310402478217,0.12095448039109771,-0.7930484360191326,0.2550545914310549,-0.01951955116991083,0.1038681222206522,-0.0031808411116352555,0.004494464015083007,7.967340574027502,11.509493022771883,-0.9711359170748592
1,0.008624829100222145,0.4523342228550359,0.12416829368939153,-0.7767541591000062,0.25609740782625223,-0.022582320153420047,0.09725762532273298,-0.006074969459881968,0.004533811966523643,8.804329402172685,11.514677008057026,-0.9732395259307057
2,0.009842393000229755,0.4522980975445531,0.12500372553970435,-0.8528348470473274,0.2529843615252557,-0.019601462857977398,0.0996957890002274,-0.0026913631168811614,0.0045904440342866195,7.686461841437672,11.433199684039964,-0.9785235202042224
3,0.009990413191392206,0.44928815171545805,0.11827190181714094,-0.7889681121215536,0.2541608050486272,-0.02058272156344314,0.10871429667527935,-0.0032401021775178727,0.003411477966738012,10.133079359896223,10.242638735649537,-1.066998814587904
4,0.01036918931700365,0.4127480783322755,0.11673470878067468,-0.8663727212982251,0.2561224833761418,-0.02163467173513192,0.18833143003861763,-0.003746574231172548,0.0025371953355799027,7.79049791637407,10.969540254986457,-1.0687346051999627
5,0.009945833785764226,0.42507271015106524,0.12429874554677371,-0.7385168650810713,0.24654563356528297,-0.021603911405613928,0.1985398811349336,-0.003148214154811863,0.004281088138490364,7.8467592761513965,10.89157385372964,-1.092954828573191
6,0.009515862698073965,0.45223750187334677,0.12599632034692396,-0.8572963699908177,0.25239635516257175,-0.022255290586195055,0.0987256707241081,-0.0059462750725311165,0.004267810539720281,8.558775855706328,11.336847189789989,-1.123367299082401
7,0.009227895817221238,0.42869830555791694,0.11693796946680776,-0.7560845004582223,0.2496058067828037,-0.02192299166620517,0.16432229036036386,-0.005280540121105005,0.0035577239927584666,7.029801780409681,9.846509276581495,-1.139403738205443
8,0.010404789534103441,0.425635671811432,0.11625496308786631,-0.848172796519255,0.24890689629630242,-0.022193690546685886,0.18700124595453754,-0.0041459609415774945,0.002636419493126107,7.263150332054404,10.041883185213935,-1.1862147101379839
9,0.010204514534486895,0.45632219577385147,0.1179569663958981,-0.8392797762798436,0.2501471999281261,-0.020864890282362842,0.13732632491383007,-0.00428748322967032,0.003857453686756355,8.955968804148679,9.550295403592903,-1.2899030734309531
10,0.010601064135599858,0.4175143180659929,0.12141448510784503,-0.7257001513064649,0.24361407974564214,-0.0216862658696049,0.09529542026210594,-0.003185035414164213,0.004699867416102742,7.731333202356489,10.022092370517493,-1.3121436523394672
11,0.010438080750154365,0.41245511639731075,0.12261878909209946,-0.6875183911780528,0.24491420618972753,-0.021681906752873827,0.22081776104992196,-0.003586698233536924,0.004409629399534187,7.8131425154024745,10.298592724467353,-1.357596503209178
12,0.00900240595922151,0.4214838345346531,0.12133490987454087,-0.857823143474373,0.24738820122690058,-0.01590464881848768,0.11005656564162386,-0.003027029418848344,0.003491495161883093,8.238518442028724,11.436996523415843,-1.431884130893648
13,0.010282453456513213,0.41620365216172933,0.11684010812732924,-0.8050081835812827,0.24611596899880966,-0.02165170020430294,0.12827467825092292,-0.0037150096547278197,0.004626876446326396,7.761144464008284,10.413596302271191,-1.441681428268267
14,0.010544763567504698,0.42782872414532913,0.12458410133628899,-0.8752251943310394,0.2563212349525972,-0.015801799331427002,0.05693915454762463,-0.0041038740369549066,0.00451301263926631,9.960961030466486,10.621294635148235,-1.4930936013488392
15,0.011098864716770334,0.45516690846707863,0.12100668717101387,-0.8788953073591683,0.25268674786679424,-0.02212823938731123,0.06820060326920604,-0.005896335435661285,0.004923637396697491,8.671116594890515,10.691914522855242,-1.5461102213916245
16,0.008963324978511777,0.46195809099003804,0.11938855438318186,-0.7685016735955996,0.24998728088535813,-0.0187741840194769,0.10734472185608608,-0.005314479124209034,0.004357428563015329,7.7915708499218885,11.706707984384023,-1.5474085412047855
17,0.010040564812095844,0.422532840453052,0.11806193837719249,-0.8324435072463835,0.24192847861653313,-0.021029660232381977,0.10554673466298249,-0.00372643896821749,0.003824837425776736,8.90896330393195,11.299433967238466,-1.5864003186375817
18,0.010565103830494879,0.4249270926027703,0.12423234672606275,-0.7346147006693462,0.2325014020136362,-0.02164407699922489,0.14226108406432214,-0.003181578719248733,0.004543796673682364,8.413470769602258,9.343376921830128,-1.5984974795545748
19,0.010081865540340604,0.4134321871404299,0.11672798748353931,-0.7204514744216398,0.24437660923287743,-0.022615194067196878,0.1697852068546711,-0.005752655977999107,0.0028855997591486254,9.131570099074807,11.146211999009948,-1.6326615380475413
